# wave,flux
3.875294451329999902e+03,2.873584026169999826e-17
3.875492485610000131e+03,2.849284304750000107e-17
3.875690519899999799e+03,2.849232777869999896e-17
3.875888554189999923e+03,2.849181241099999979e-17
3.876086588480000046e+03,2.743542076510000249e-17
3.876284622770000169e+03,2.743492430630000248e-17
3.876482657059999838e+03,2.743442775240000079e-17
3.876680691349999961e+03,2.743393110340000049e-17
3.876878725630000190e+03,2.743343435920000115e-17
3.877076759919999859e+03,2.721696920990000239e-17
3.877274794209999982e+03,2.679499518400000085e-17
3.877473818659999779e+03,2.600538338540000066e-17
3.877671852949999902e+03,2.600491211250000193e-17
3.877869887240000025e+03,2.721499408799999957e-17
3.878067921530000149e+03,2.743044941010000122e-17
3.878265955819999817e+03,2.746764569970000128e-17
3.878463990109999941e+03,2.746714751080000030e-17
3.878662024390000170e+03,2.742895689430000230e-17
3.878860058679999838e+03,2.742845919910000150e-17
3.879058092969999961e+03,2.746565237340000221e-17
3.879256127260000085e+03,2.746515380400000021e-17
3.879454161550000208e+03,2.746465513960000005e-17
3.879652195839999877e+03,2.721055009480000229e-17
3.879850230120000106e+03,2.746365752560000127e-17
3.880048264409999774e+03,2.852332674600000245e-17
3.880246298699999898e+03,2.872281891570000424e-17
3.880444332990000021e+03,2.872229687250000182e-17
3.880642367290000038e+03,2.852177152209999942e-17
3.880840401580000162e+03,2.852125291689999862e-17
3.881038435869999830e+03,2.852073421310000210e-17
3.881236470150000059e+03,2.852021541070000371e-17
3.881434504440000183e+03,2.851969650970000343e-17
3.881632538729999851e+03,2.851917751020000173e-17
3.881830573019999974e+03,2.871863978989999997e-17
3.882028607310000098e+03,2.920571355450000303e-17
3.882226641600000221e+03,2.922204831820000250e-17
3.882424675889999889e+03,2.920464982289999922e-17
3.882622710170000119e+03,2.871654784529999860e-17
3.882820744459999787e+03,2.871602461130000142e-17
3.883018778749999910e+03,2.871550127820000013e-17
3.883217803210000056e+03,2.920251848799999838e-17
3.883415837500000180e+03,2.921885080080000143e-17
3.883613871789999848e+03,2.982187141650000152e-17
3.883811906079999972e+03,2.982132747819999974e-17
3.884009940370000095e+03,3.011017237530000252e-17
3.884207974660000218e+03,3.136320681460000346e-17
3.884406008939999992e+03,3.010907342229999818e-17
3.884604043230000116e+03,3.010852379009999848e-17
3.884802077519999784e+03,3.010797405409999839e-17
3.885000111809999908e+03,2.981806168860000200e-17
3.885198146100000031e+03,2.921405171259999904e-17
3.885396180400000048e+03,2.919665632150000110e-17
3.885594214679999823e+03,2.921298414090000109e-17
3.885792248969999946e+03,2.921245020419999848e-17
3.885990283260000069e+03,2.921191616690000357e-17
3.886188317550000193e+03,2.921138202909999832e-17
3.886386351839999861e+03,2.921084779060000031e-17
3.886584386129999984e+03,2.921031345169999857e-17
3.886782420420000108e+03,2.919291951479999838e-17
3.886980454699999882e+03,2.881662982810000002e-17
3.887178488990000005e+03,2.919185095160000029e-17
3.887376523280000129e+03,2.925791931959999819e-17
3.887574557580000146e+03,2.925738356750000270e-17
3.887772591869999815e+03,2.972915805640000426e-17
3.887970626159999938e+03,2.972861345089999940e-17
3.888168660450000061e+03,2.925577570760000080e-17
3.888366694729999836e+03,2.925523955319999957e-17
3.888564729019999959e+03,2.972697902140000145e-17
3.888762763310000082e+03,2.972643400740000020e-17
3.888961787769999773e+03,2.972588616539999817e-17
3.889159822059999897e+03,2.925309124790000183e-17
3.889357856350000020e+03,2.925255459070000300e-17
3.889555890640000143e+03,2.925201783320000088e-17
3.889753924940000161e+03,2.972370467850000065e-17
3.889951959229999829e+03,3.009364179560000052e-17
3.890149993510000058e+03,2.972261332309999853e-17
3.890348027800000182e+03,2.924986979929999863e-17
3.890546062089999850e+03,2.924933254010000382e-17
3.890744096379999974e+03,2.924879518059999955e-17
3.890942130670000097e+03,2.910358270350000391e-17
3.891140164970000114e+03,2.880552986110000084e-17
3.891338199249999889e+03,2.880500032960000262e-17
3.891536233540000012e+03,2.910197770140000002e-17
3.891734267830000135e+03,2.880394097080000054e-17
3.891932302119999804e+03,2.880341114340000240e-17
3.892130336409999927e+03,2.880288121740000239e-17
3.892328370700000050e+03,2.880235119280000050e-17
3.892526405000000068e+03,2.880182106960000289e-17
3.892724439279999842e+03,2.909876500670000030e-17
3.892922473569999966e+03,2.880076052770000339e-17
3.893120507860000089e+03,2.880023010900000148e-17
3.893318542150000212e+03,2.879969959179999815e-17
3.893516576439999881e+03,2.879916897609999955e-17
3.893714610739999898e+03,2.879863826199999996e-17
3.893912645030000022e+03,2.854232964530000020e-17
3.894110679309999796e+03,2.854180344979999889e-17
3.894308713599999919e+03,2.854127715680000059e-17
3.894506747890000042e+03,2.793426811349999851e-17
3.894705772350000188e+03,2.854022164570000187e-17
3.894903806650000206e+03,2.853969505979999855e-17
3.895101840939999875e+03,2.853916837649999869e-17
3.895299875229999998e+03,2.868356513010000417e-17
3.895497909520000121e+03,2.868303557649999990e-17
3.895695943809999790e+03,2.853758774250000280e-17
3.895893978090000019e+03,2.868197617580000213e-17
3.896092012390000036e+03,2.908964023960000029e-17
3.896290046680000160e+03,2.908910275270000138e-17
3.896488080969999828e+03,2.908856516650000362e-17
3.896686115259999951e+03,2.867985620110000354e-17
3.896884149559999969e+03,2.867932596299999920e-17
3.897082183840000198e+03,2.908695181349999895e-17
3.897280218129999867e+03,2.867826519399999826e-17
3.897478252419999990e+03,2.853284058720000260e-17
3.897676286710000113e+03,2.832301850859999869e-17
3.897874321010000131e+03,2.792549247070000155e-17
3.898072355299999799e+03,2.752915869220000236e-17
3.898270389589999922e+03,2.792445853790000157e-17
3.898468423870000152e+03,2.759006036940000117e-17
3.898666458170000169e+03,2.752762935460000066e-17
3.898864492459999838e+03,2.752711938820000188e-17
3.899062526749999961e+03,2.752660932830000237e-17
3.899260561040000084e+03,2.712018085370000122e-17
3.899458595330000207e+03,2.657147957210000157e-17
3.899656629619999876e+03,2.612042282180000198e-17
3.899854663909999999e+03,2.611993843630000233e-17
3.900052698200000123e+03,2.589828878350000065e-17
3.900250732489999791e+03,2.611896939930000080e-17
3.900449756949999937e+03,2.656901295120000048e-17
3.900647791249999955e+03,2.656851984920000072e-17
3.900845825540000078e+03,2.711615397870000207e-17
3.901043859830000201e+03,2.711565051950000216e-17
3.901241894130000219e+03,2.711514696830000205e-17
3.901439928409999993e+03,2.752047876409999969e-17
3.901637962700000116e+03,2.711413959040000040e-17
3.901835996989999785e+03,2.711363576360000149e-17
3.902034031289999803e+03,2.711313184500000019e-17
3.902232065579999926e+03,2.711262783460000267e-17
3.902430099870000049e+03,2.656407787830000016e-17
3.902628134160000172e+03,2.698192377220000192e-17
3.902826168449999841e+03,2.698142189880000080e-17
3.903024202739999964e+03,2.698091993419999997e-17
3.903222237030000088e+03,2.698041787840000251e-17
3.903420271330000105e+03,2.697991573130000181e-17
3.903618305619999774e+03,2.683615798320000009e-17
3.903816339909999897e+03,2.656061797650000074e-17
3.904014374190000126e+03,2.656012334560000002e-17
3.904212408490000144e+03,2.655962862500000011e-17
3.904410442779999812e+03,2.610877070830000146e-17
3.904608477069999935e+03,2.617823698860000188e-17
3.904806511369999953e+03,2.617774908880000261e-17
3.905004545660000076e+03,2.655764884590000067e-17
3.905202579950000199e+03,2.683215814810000074e-17
3.905400614239999868e+03,2.683165776110000221e-17
3.905598648529999991e+03,2.697438609910000201e-17
3.905796682820000115e+03,2.697388285910000221e-17
3.905994717109999783e+03,2.683015605750000114e-17
3.906193741579999823e+03,2.682965280480000021e-17
3.906391775869999947e+03,2.697237007590000149e-17
3.906589810160000070e+03,2.682865103530000060e-17
3.906787844460000088e+03,2.682815001499999909e-17
3.906985878750000211e+03,2.682764890440000188e-17
3.907183913029999985e+03,2.682714770349999973e-17
3.907381947330000003e+03,2.682664641240000233e-17
3.907579981620000126e+03,2.682614503099999998e-17
3.907778015909999795e+03,2.696884294160000158e-17
3.907976050209999812e+03,2.696833870240000121e-17
3.908174084499999935e+03,2.709746241440000048e-17
3.908372118780000164e+03,2.709695556930000005e-17
3.908570153080000182e+03,2.709644863310000035e-17
3.908768187369999850e+03,2.709594160590000184e-17
3.908966221659999974e+03,2.892519451150000307e-17
3.909164255959999991e+03,2.943648909600000231e-17
3.909362290250000115e+03,2.983696387370000241e-17
3.909560324539999783e+03,2.983640512369999824e-17
3.909758358829999906e+03,3.012674441099999694e-17
3.909956393120000030e+03,3.012618001120000034e-17
3.910154427410000153e+03,3.012561551040000350e-17
3.910352461710000171e+03,3.012505090860000025e-17
3.910550495999999839e+03,2.983360987330000175e-17
3.910748530299999857e+03,2.983305052329999818e-17
3.910946564580000086e+03,2.983249107339999926e-17
3.911144598870000209e+03,3.012279149220000065e-17
3.911342633170000227e+03,3.012222638599999883e-17
3.911540667459999895e+03,3.048732630200000163e-17
3.911738701750000018e+03,3.064702618760000098e-17
3.911937726220000059e+03,3.064644803010000336e-17
3.912135760510000182e+03,3.064587264619999826e-17
3.912333794799999851e+03,3.071021535830000272e-17
3.912531829099999868e+03,3.072266541809999988e-17
3.912729863380000097e+03,3.126745384690000361e-17
3.912927897680000115e+03,3.126686634169999993e-17
3.913125931969999783e+03,3.126627873209999934e-17
3.913323966259999906e+03,3.072035618120000194e-17
3.913522000559999924e+03,3.071977861559999843e-17
3.913720034850000047e+03,3.126451527719999892e-17
3.913918069150000065e+03,3.160860956590000161e-17
3.914116103429999839e+03,3.126333911910000398e-17
3.914314137719999962e+03,3.112190117630000180e-17
3.914512172019999980e+03,3.126216254409999987e-17
3.914710206310000103e+03,3.160623047280000390e-17
3.914908240610000121e+03,3.160563543620000337e-17
